country_name,year,health_expense,total_gov_expense,education_expense,capital_formation_exp,military_expense,r&d_expense,total_gdp,log_gdp
United Arab Emirates,2012,3.33596373,4.051527494,3.860199928,23.42142369,5.075556494,0.47252,3.93E+11,11.59416425
United Arab Emirates,2013,3.50222182,3.819872488,3.860199928,21.14072546,6.034686251,0.47252,4.10E+11,11.61239459
United Arab Emirates,2014,3.53405499,3.695457886,3.860199928,22.12220224,5.643651352,0.67523,4.25E+11,11.6283234
United Arab Emirates,2015,3.46609354,4.02087301,3.860199928,21.643204,5.643651352,0.86569,3.82E+11,11.58203271
United Arab Emirates,2016,3.89580107,4.177303983,3.860199928,20.92925379,5.643651352,0.9318,3.82E+11,11.5817416
United Arab Emirates,2017,4.00854969,3.887390179,3.860199928,20.60359481,5.643651352,0.9318,4.03E+11,11.60569822
United Arab Emirates,2018,4.09854221,3.798088766,3.860199928,21.16113098,5.643651352,1.26389,4.41E+11,11.64400517
United Arab Emirates,2019,4.40291262,4.102894693,3.860199928,23.18532826,5.643651352,1.31065,4.34E+11,11.63741588
United Arab Emirates,2020,5.82477045,5.145953929,3.984179974,22.82665626,5.643651352,1.48831,3.57E+11,11.5528651
United Arab Emirates,2021,5.30494308,4.262214499,3.894040108,25.38300495,5.643651352,1.49469,4.22E+11,11.62576646
United Arab Emirates,2022,4.56536388,3.809757616,3.894040108,26.05848693,5.643651352,1.49469,5.11E+11,11.70876361
United Arab Emirates,2023,4.97095108,3.768717361,3.894040108,26.63867079,5.643651352,1.49469,5.23E+11,11.71818785
Viet Nam,2001,4.80107498,16.1647367,4.886730194,31.17277345,2.128641129,0.19273,32685198809,10.51435113
Viet Nam,2002,3.87075853,16.1647367,4.886730194,33.22053449,2.128641129,0.19273,35064105501,10.54486276
Viet Nam,2003,3.94229889,16.1647367,4.886730194,35.44485796,2.128641129,0.19273,39552513232,10.59717408
Viet Nam,2004,4.08791971,16.1647367,4.886730194,35.46533167,2.01437984,0.19273,45427854693,10.65732223
Viet Nam,2005,4.31821251,16.1647367,4.886730194,33.75740289,1.780960852,0.19273,57633255738,10.76067315
Viet Nam,2006,4.56979847,16.1647367,4.886730194,34.53665108,1.938364584,0.19273,66371664817,10.82198271
Viet Nam,2007,4.62917614,16.1647367,4.886730194,39.5662709,2.304757337,0.19273,77414425532,10.8888219
Viet Nam,2008,4.36028337,16.1647367,4.886730194,36.4931218,2.156372927,0.19273,99130304099,10.99620644
Viet Nam,2009,4.48502922,16.1647367,4.816500187,37.16255543,2.26520867,0.19273,1.06E+11,11.02536592
Viet Nam,2010,5.07146072,16.1647367,4.045949936,37.09907617,1.815395878,0.19273,1.47E+11,11.16791127
Viet Nam,2011,4.97468519,16.1647367,3.780230045,32.37114344,1.556549363,0.14955,1.73E+11,11.23702833
Viet Nam,2012,5.00178242,16.1647367,4.408170223,30.55928977,1.71831332,0.14955,1.96E+11,11.29134811
Viet Nam,2013,4.41233158,16.1647367,4.528339863,30.21290346,1.744077037,0.29932,2.14E+11,11.32982243
Viet Nam,2014,4.69078779,16.1647367,3.540123121,30.28902679,1.822957718,0.29932,2.33E+11,11.36819661
Viet Nam,2015,4.71140909,16.1647367,3.416604497,32.10891582,1.907028056,0.35629,2.39E+11,11.37886706
Viet Nam,2016,4.86994743,16.1647367,3.469069958,31.7245391,1.95056177,0.35629,2.57E+11,11.41009532
Viet Nam,2017,4.99014759,16.1647367,3.418656865,32.30530092,1.803872287,0.41895,2.81E+11,11.44925249
Viet Nam,2018,5.02678823,16.1647367,3.295370102,32.0195029,1.806501389,0.41895,3.10E+11,11.49151084
Viet Nam,2019,4.97407484,16.1647367,3.084998327,31.97996066,1.806501389,0.41652,3.34E+11,11.52422116
Viet Nam,2020,4.33219814,16.1647367,3.216529002,31.91568839,1.806501389,0.41652,3.47E+11,11.53984828
Viet Nam,2021,4.53792429,16.1647367,2.945174888,32.89560234,1.806501389,0.42494,3.66E+11,11.56404406
Viet Nam,2022,4.53809595,16.1647367,2.887386894,32.34049944,1.806501389,0.42494,4.13E+11,11.61641799
Viet Nam,2023,4.56109476,16.1647367,2.887386894,31.64659598,1.806501389,0.41456,4.34E+11,11.63734729
